School,AVID,Disabilities,Dyslexia mentioned,File Name,Gen Ed,Orton-Gillingham,Other,Reading Specialist,Resource Specialist,Socioeconomically Disadvantaged
"double dose support in Language Artsand/or math working with Riviera's three hourly intervention teachers. Guided reading, CognitivelyGuided Instruction in math, technology programs including ST Math and Reading A to Z providedifferentiation opportunities in the classroom. Differentiation and individualized student support is keyto student's achievement and our model practice addresses this need! For the past three years,Professional development focus areas include Next Generation Science Standards (NGSS), CommonCore English Language Arts and Math Instruction. Best instructional practices focus on anchorstandards in ELA, CGI math practices, experimentation and technological application across thecurriculum. Small group time is a model practice that allows weekly targeted instruction for half of theclass, while the other half participates in enrichment and experimentation in the Visual and PerformingArts (VAPA) Lab and Technology Lab. Teachers utilize professional learning community time to planinstruction, align assessments, monitor students progress and to plan next steps in instruction. Gradelevels construct academic goals and instructional goals and monitor implementation progress eachyear. We have made a commitment to provide the best educational program possible for RivieraElementary School's students, and welcome any suggestions or questions you may have about theinformation contained in this report or about the school. Together, through our hard work, our studentswill be challenged to reach their maximum potential.Mission StatementRiviera Elementary staff and community are dedicated to fostering a safe, positive and respectfulschool culture where every student's academic and behavioral success are equally important. Students will become productive contributing members in class, school, and the community. Torrance Unified School District2335 Plaza Del AmoTorrance, CA 90501-3420310-972-6500 Website Addresswww.tusd.org2019-20Board of EducationTerry RaginsPresidentBetty LieuVice PresidentJeremy L. GersonMemberJames HanMemberDon LeeMemberDistrict AdministrationDr. George MannonSuperintendentDr. Tim StoweDeputy Superintendent,Administrative ServicesDr. Kati KrumpeChief Academic Officer,Educational ServicesGil MaraChief Educational Technology andInformation Services OfficerBen EganSenior Director, Secondary SchoolsDr. E Don KimSenior Director, Elementary SchoolsDr. Mario LiberatiSenior Director, Human Resources ContentsPrincipal's MessageMission StatementSchool DescriptionStudent AchievementLocal Control Accountability Plan (LCAP)Parent InvolvementSchool Facilities & MaintenanceClassroom EnvironmentCurriculum & InstructionProfessional StaffDistrict ExpendituresSARC Data Riviera Elementary School22018-19 School Accountability Report CardSchool DescriptionRiviera Elementary School is located in the southwestern region ofTorrance and serves students in grades kindergarten through fivefollowing a traditional calendar. At the beginning of the 2018-19school year, 666 students were enrolled, including 12.2% in specialeducation, 14.3% qualifying for English Language Learner support,and 15.3% qualifying for free or reduced price lunch.Student Enrollment by Student Group / Grade Level2018-19Student Group% of TotalEnrollment Grade Level# of StudentsBlack orAfrican-Amer.1.40% Kindergarten 108Amer. Indian orAlaska Native0.00% Grade 1110Asian19.70% Grade 2121Filipino1.50% Grade 3115Hisp. or Latino16.70% Grade 4103Native Hawaiian orPacific Islander0.20% Grade 5109White46.80% Ungraded 0Two or More Races13.40% Students withDisabilities12.20% SocioeconomicallyDisadvantaged15.30% English Learners14.30% Foster Youth0.00% Homeless0.30% Total Enrollment666Student Achievement Physical FitnessIn the spring of each year, Riviera Elementary School is required bythe state to administer a physical fitness test to all students in gradefive. The physical fitness test measures each student's ability tocomplete fitness tasks in six major areas. Students who either meetor exceed the standards in all six fitness areas are considered to bein the ""healthy fitness zone."" The chart reported in this documentreports only the percentage in each category, not a cumulative totalof the results for categories 4 of 6 and 5 of 6. Comparative districtand state results can be found at the CDE's website. Physical Fitness TestPercentage of Students Meeting California Fitness Standards2018-19 Percentage of Students Meeting StandardsGrade LevelTestedFour of Six FitnessStandardsFive of Six FitnessStandardsSix of Six FitnessStandardsFifth9.229.446.8Note: Percentages are not calculated and double dashes (--) appear in the tablewhen the number of students tested is ten or less, either because the number ofstudents in this category is too small for statistical accuracy or to protect studentprivacy. California Assessment of Student Performance andProgressThe California Assessment of Student Performance and Progress(CAASPP) System includes the Smarter Balanced SummativeAssessments (SBAC) for students in the general educationpopulation, and the California Alternate Assessments (CAAs) forstudents with the most significant cognitive disabilities. Only eligiblestudents may participate in the administration of the CAAs. CAAsitems are aligned with alternative achievement standards, which arelinked with the Common Core State Standards (CCSS). CAASPPresults are a measure of how well students are masteringCalifornia's standards in English language arts/literacy (ELA) andmathematics, and are given to grades three through eight and gradeeleven. SBAC tests assess student performance in ELA/Literacy andmathematics utilizing computer-adaptive tests and performancetasks, and CAAs test items are aligned with alternative achievementstandards which are linked with the Common Core State Standards(CCSS).The CAASPP results shown in this report include overall resultscomparing the school, district and state scores as well as theschool's overall score in each applicable subgroup. Results areshown only for subgroups with ten students or more taking the exam.For those categories that are blank in the tables, no students metsubgroup criteria. More information on CAASPP can be found on theCalifornia Department of Education's websitewww.cde.ca.gov/ta/tg/ca/. CAASPP Test Results in ELA and Mathematics - All Students Percent of Students Scoring at Proficient orAdvanced(meeting or exceeding the state standards) SchoolDistrictState 17-1818-1917-1818-1917-1818-19English-Language Arts/Literacy(grades 3-8 and 11)68.073.068.067.050.050.0Mathematics(grades 3-8 and 11)70.073.061.062.038.039.0Note: Percentages are not calculated when the number of students tested is ten orless, either because the number of students in this category is too small forstatistical accuracy or to protect student privacy.CAASPP Test Results in ELA by Student Group (2018-19)Student GroupsTotalEnrollment# Tested% Tested% NotTested% MeetingorExceedingStateStandardsAll Students31630696.843.1672.88Male16315796.323.6867.52Female15314997.392.6178.52Black orAfrican-Amer.----------Amer. Indian orAlaska Native Asian666395.454.5576.19Filipino----------Hisp. or Latino575596.493.5163.64Native Hawaiian orPacific Islander White13112796.953.0573.23Two or More Races5050100.000.0076.00English Learners534890.579.4354.17SocioeconomicallyDisadvantaged514996.083.9253.06Students withDisabilities413892.687.3236.84Students ReceivingMigrant Ed. Services Foster Youth Homeless----------Riviera Elementary School32018-19 School Accountability Report CardCAASPP Test Results in Mathematics by Student Group (2018-19)Student GroupsTotalEnrollment# Tested% Tested% NotTested% MeetingorExceedingStateStandardsAll Students31630997.782.2272.82Male16315896.933.0770.25Female15315198.691.3175.50Black orAfrican-Amer.----------Amer. Indian orAlaska Native Asian6666100.000.0086.36Filipino----------Hisp. or Latino575596.493.5154.55Native Hawaiian orPacific Islander White13112796.953.0572.44Two or More Races5050100.000.0076.00English Learners535196.233.7768.63SocioeconomicallyDisadvantaged514996.083.9242.86Students withDisabilities413892.687.3239.47Students ReceivingMigrant Ed. Services Foster Youth Homeless----------Note: ELA/Mathematics test results include the Smarter Balanced SummativeAssessment and the CAA. The ""Percent Met or Exceeded"" is calculated by takingthe total number of students who met or exceeded the standard on the SmarterBalanced Summative Assessment plus the total number of students who met thestandard (i.e., achieved Level 3 Œ Alternate) on the CAAs divided by the totalnumber of students who participated in both assessments.Note: Double dashes (--) appear in the table when the number of students is ten orless, either because the number of students in this category is too small forstatistical accuracy or to protect student privacy.Note: The number of students tested includes all students who participated in thetest whether they received a score or not; however, the number of students testedis not the number that was used to calculate the achievement level percentages. The achievement level percentages are calculated using only students whoreceived scores.CAASPP Test Results in Science for All Students Percent of Students Scoring at Proficient or Advanced(meeting or exceeding the state standards) SchoolDistrictState 17-1818-1917-1818-1917-1818-19Science(grades 5, 8,and 10)N/AN/AN/AN/AN/AN/ANote: Cells with N/A values do not require data.Note: This is a placeholder for the California Science Test (CAST) which wasadministered operationally during the 2018-19 school year. However, these dataare not available for including in the 2018-19 SARC posting due February 1, 2020.These data will be included in the SARC 2019-20 posting due February 1, 2021.Local Control Accountability Plan (LCAP)As part of the new Local Control Funding Formula, school districtsare required to develop, adopt, and annually update a three-yearLocal Control and Accountability Plan (LCAP). The followingcomponents of this SARC address some of the priorities identified inthe District's LCAP:Conditions of Learning (Basic Services) Œ State Priority 1: Degreeto which teachers are appropriately assigned and fully credentialedin the subject areas and for the pupils they are teaching; pupils haveaccess to standards-aligned Instructional materials and schoolfacilities are maintained in good repair. Covered in TeacherAssignment, including the Teacher Credentials & Misassignmentschart; Instructional Materials, including the Textbooks chart; and School Facilities & Maintenance, including the Campus Descriptionand School Facility Good Repair Status charts.Conditions of Learning (Implementation of State Standards) Œ StatePriority 2: Implementation of academic content and performancestandards adopted by the state board for all pupils. Not covered inthe School Accountability Report Card.Parental Involvement Œ State Priority 3: Efforts to seek parent inputin decision making, promotion of parent participation in programs forunduplicated pupils and special need subgroups. Covered in ParentInvolvement.Pupil Achievement Œ State Priority 4: Performance on standardizedtests, score on Academic Performance Index, share of pupils thatare college and career ready, share of English learners that becomeEnglish proficient, English learner reclassification rate, share ofpupils that pass Advanced Placement exams with a 3 or higher, andshare of pupils determined prepared for college by the EarlyAssessment Program. Covered in California Assessment of StudentPerformance and Progress, including the CAASPP charts.Engagement (Pupil Engagement) Œ State Priority 5: Schoolattendance rates, chronic absenteeism rates, middle school dropoutrates, high school dropout rates, and high school graduation rates. Covered in Dropout & Graduation Rates, including the Dropout chart;and Graduation Requirements, including the Graduation Rate chartfor high schools only.School Climate Œ State Priority 6: Pupil suspension rates, pupilexpulsion rates, other local measures including surveys of pupils,and parents and teachers on the sense of safety and schoolconnectedness. Covered in Discipline & Climate for Learning,including Suspension & Expulsion chart; and School Site SafetyPlan.Conditions of Learning (Course Access) Œ State Priority 7: Pupilenrollment in a broad course of study that includes all of the subjectareas. Not covered in the School Accountability Report Card.Other Pupil Outcomes Œ State Priority 8: Pupil outcomes in thesubject areas. Covered in Physical Fitness, including the PhysicalFitness Test chart.Parent InvolvementParents are encouraged to get involved in their child's learningenvironment either by volunteering in the classroom, participating ina decision-making group, or simply attending school events.Parents stay informed on upcoming events and school activitiesthrough the school marquee, the school website, weekly eblast, andPTA published newsletter. Contact any school office staff member at(310) 533-4460 for more information on how to become involved inyour child's learning environment.Opportunities to VolunteerAdventures in ArtChaperone Field TripsClassroom HelperFundraising ActivitiesLibrary HelperLunch SupervisionCommitteesEnglish Learner Multicultural Advisory Committee (ELMAC)Parent Teacher AssociationSchool Site CouncilRiviera Elementary School42018-19 School Accountability Report CardSchool ActivitiesAssembliesBack to School NightBike RodeoBlue Ribbon WeekBook FairsCareer DayCraft FairEarth WeekFather/Daughter DanceFood DriveGiving TreeInternational FairMother/Son DanceMovie NightsOpen HouseRed Ribbon WeekRelay for LifeStudent PerformancesStudent Recognition AssembliesTalent ShowSchool Facilities & MaintenanceThe district takes great efforts to ensure that all schools are clean,safe, and functional through proper facilities maintenance andcampus supervision. Riviera Elementary School's original facilitieswere built in 1951; ongoing maintenance and campus improvementsensure facilities remain up to date and provide adequate space forstudents and staff. District maintenance and site custodial staffensure that the repairs necessary to keep the school in goodcondition are completed in a timely manner. A work order process isused by school and district staff to communicate non-routinemaintenance requests. Emergency repairs are given the highestpriority. In the last 12 months, the following improvements have beencompleted:Ł Addition of a new school gardenŁ Installation of security cameras and security gate with buzz-incameras2019-20 Campus Improvements in Progress:Ł Addition of new playground equipment on kinder and upperplaygroundsŁ Installation of the Raptor security systemEvery morning before school begins, the day custodian inspectsfacilities for safety hazards or other conditions that need attentionprior to students and staff entering school grounds. One daycustodian and one evening custodian are assigned to RivieraElementary School. The day custodian is responsible for:Ł Cafeteria setup/cleanupŁ General maintenanceŁ Restroom cleaningŁ Trash removalŁ Event setup/cleanupRestrooms are checked throughout the day for cleanliness andsubsequently cleaned as needed. The evening custodian isresponsible for:Ł Classroom cleaningŁ Office area cleaningŁ Restroom cleaningŁ Event setup/cleanupThe principal communicates with custodial staff daily concerningmaintenance and school safety issues.Campus DescriptionYear Built1951Acreage9.3Square Footage39986 QuantityPermanent Classrooms30Portable Classrooms6Restrooms (sets)4Library1Art Room(s)1Enrichment Room(s)1Learning Center(s)4Music Room(s)1Science Lab(s)1Staff Lounge1Staff Workroom(s)1 Deferred MaintenanceRiviera Elementary School participates in the State School DeferredMaintenance Program, which provides dollar-for-dollar matchingfunds to assist school districts with major repairs or replacement ofexisting school building components. Deferred maintenanceprojects generally include roofing, plumbing, heating, airconditioning, electrical systems, interior/exterior painting, and floorsystems. During the 2018-19 school year, Riviera Elementary Schoolreceived $1,725 in deferred maintenance funds for the repair and/ormaintenance of:Ł Other Systems Facilities InspectionThe district's maintenance department inspects Riviera ElementarySchool on an annual basis in accordance with Education Code§17592.72(c)(1). Riviera Elementary School uses a school siteinspection survey to identify unsafe or hazardous conditions andfacility improvement needs. The most recent school inspection tookplace on Tuesday, February 11, 2020. Deficiencies noted in theschool inspection survey were corrected immediately by the district'smaintenance department. During fiscal year 2019-20, all restroomswere fully functional and available for student use at the time of theinspection. School Facility Good Repair StatusMost Recent Inspection: Tuesday, February 11, 2020Item InspectedRepair Status GoodFairPoorA.Systems B.Interior C.Cleanliness D.Electrical E.Restrooms / Fountains F.Safety G.Structural H.External Overall Summary of School Facility Good Repair StatusExemplaryGoodFairPoor Rating DescriptionExemplary: The school meets most or all standards of good repair. Deficienciesnoted, if any, are not signifcant and/or impact a very small area of the school.Riviera Elementary School52018-19 School Accountability Report Card Campus SupervisionSchool administration and teaching staff place a high priority onproviding adequate adult supervision on campus before, during, and/Riviera Elementary",No,39.0,No,19650606023220.pdf,72.88,No,"['Intervention teacher', 'Special Education', 'Professional Development', 'training', 'professional development', 'workshops', 'instruction', 'Guided Reading', 'integrated ELD strategies', 'Reading strategies ', 'RtI ']",Yes,Unknown,['15.30']
Sierra Elementary School/Sierra Elementary,No,8.57,No,19646676014757.pdf,17.5,No,"['Instructional coach', 'Resource Specialist', 'Special Education', 'Professional Development', 'training', 'professional development', 'workshops', 'instruction', 'RtI ', 'PALS ', 'SDAIE']",No,['1.0'],['91.8']
Paddison Elementary School/29 Manuel Correa Paddison Elementary School,No,14.71,No,19647176015085.pdf,52.79,No,"['General education teachers', 'Special education teachers', 'Special Education', 'Professional Development', 'training', 'professional development', 'instruction', 'Differentiated instruction', 'RtI ', 'Differentiated instruction']",No,Unknown,['74.2']
Gregory Gardens Elementary School/Gregory Gardens Elementary School,No,25.81,No,07617546112395.pdf,44.97,No,"['training', 'workshops', 'instruction', 'RtI ']",No,Unknown,['38.6']
Gregory Gardens Elementary School,,,,30665226028369.pdf,,,,,,
Donald Graham Elementary School/Donald Graham Elementary School,No,Unknown,No,33751766111090.pdf,Unknown,No,"['Resource Specialist', 'Professional Development', 'training', 'professional development', 'workshops', 'instruction', 'RtI ', 'PALS ', 'Read 180']",No,['2.2'],['60.0']
J. F. Smith Elementary School/Elementary School,No,32.56,No,43694356117956.pdf,82.60,No,"['Professional Development', 'training', 'professional development', 'workshops', 'instruction', 'RtI ']",No,Unknown,['11.1']
Don/Don Pedro Elementary,No,91.67,No,50710436052443.pdf,20.63,No,"['Resource Specialist', 'Professional Development', 'training', 'professional development', 'workshops', 'instruction', 'Reading strategies ', 'RtI ']",No,['1.0'],['94.5']
Rose Avenue Elementary/Rose Avenue Elementary,No,97.96,No,50711676052815.pdf,36.14,No,"['Instructional coaches', 'Instructional coach', 'Resource Specialist', 'Special Education', 'Professional Development', 'training', 'professional development', 'workshops', 'instruction', 'RtI ']",No,['.1'],['75.5']
Morningside Elementary School/Morningside Elementary School,No,100.00,No,15634046117915.pdf,61.02,No,"['Resource Specialist', 'Special Education', 'Professional Development', 'training', 'professional development', 'workshops', 'instruction', 'Differentiated instruction', 'Reading strategies ', 'RtI ', 'Differentiated instruction', 'Accelerated Reader']",No,['1.5'],['65.1']
Southport Elementary/Southport Elementary,Yes,25.00,No,57726946115463.pdf,61.10,No,"['training', 'instruction', 'AVID', 'RtI ']",No,"['1.5', '.1']",['57.1']
Quail Summit Elementary School/26 Dr Robert P Taylor Quail Summit Elementary S,No,56.00,No,19734606106918.pdf,81.42,No,"['Intervention teacher', 'Resource Specialist', 'Special Education', 'Professional Development', 'training', 'professional development', 'instruction', 'Differentiated instruction', 'RtI ', 'Differentiated instruction']",Yes,['1.0'],['20.2']
26 Dr Robert P Taylor Quail Summit Elementary S,,,,07617886004527.pdf,,,,,,
John McManus Elementary School/John McManus Elementary School,No,21.88,No,04614246003024.pdf,36.90,No,"['Resource Specialist', 'Special Education', 'Professional Development', 'training', 'professional development', 'instruction', 'Guided Reading', 'MTSS', 'RtI ', 'MTSS', 'PALS ', 'iReady']",No,['.1'],['81.9']
John McManus Elementary School,,,,50755496052575.pdf,,,,,,
Herbert Hoover Middle School,No,Unknown,No,24657716025647.pdf,Unknown,No,"['Instructional assistant', 'Resource Specialist', 'Special Education', 'Professional Development', 'training', 'professional development', 'instruction', 'RtI ', 'iReady', 'SEAL ']",No,['.1'],['80.7']
Sycamore Canyon Elementary/Sycamore Canyon Elementary,No,96.00,No,37683616040406.pdf,65.03,No,"['Resource Specialist', 'Professional Development', 'training', 'professional development', 'workshops', 'instruction', 'Guided Reading', 'RtI ', 'PALS ']",No,['.1'],['24.6']
KIPP Valiant Community Prep/School Name,No,100.00,No,41689990135608.pdf,35.91,No,"['Professional Development', 'professional development', 'workshops', 'instruction', 'RtI ']",No,Unknown,['88.4']
Blue Oak Elementary School/Blue Oak Elementary School,No,36.36,No,09618386107361.pdf,60.00,No,"['Instructional coach', 'Resource Specialist', 'Special Education', 'Professional Development', 'training', 'professional development', 'instruction', 'AVID', 'RtI ', 'Phonological awareness ', 'Phonics', 'Close Reading', 'Phonics']",No,Unknown,['21.4']
Blue Oak Elementary School,,,,39754996110530.pdf,,,,,,
Majestic Way Elementary School/Majestic Way Elementary School,No,100.00,Yes,43693776095343.pdf,71.43,No,"['Instructional coaches', 'Instructional coach', 'Special education teachers', 'Special Education', 'Professional Development', 'training', 'professional development', 'instruction', 'Dyslexia ', 'MTSS', 'RtI ', 'MTSS', 'PALS ', 'SEAL ', 'Sobrato Early Academic Language']",No,Unknown,['29.5']
School Description Battles Elementary School,No,7.27,No,42691206107007.pdf,31.09,No,"['Resource Specialist', 'Special Education', 'training', 'workshops', 'instruction', 'Balanced Literacy ', 'Guided Reading', 'Differentiated instruction', 'RtI ', 'Balanced Literacy ', 'Differentiated instruction', 'SEAL ', 'Structured']",No,Unknown,['90.80']
H. W. Harkness Elementary School/H W Harkness Elementary School,No,19.51,No,34674396033997.pdf,32.76,No,"['Instructional assistant', 'Special Education', 'Professional Development', 'professional development', 'instruction', 'RtI ', 'Read 180', 'SEAL ']",No,['2.0'],['89.7']
H. W. Harkness Elementary School/Evelyn Carr Elementary,No,Unknown,No,19650606023022.pdf,Unknown,No,"['Special Education', 'training', 'workshops', 'instruction', 'Guided Reading', 'integrated ELD strategies', 'Reading strategies ', 'RtI ', 'PALS ', 'Early Assessment Program']",No,Unknown,['61.60']
Karl H. Kellogg Elementary School/Chula Vista Elementary School Unnamed,No,18.52,No,37680236037923.pdf,337.5,No,"['Resource Specialist', 'Professional Development', 'training', 'professional development', 'workshops', 'instruction', 'RtI ', 'Accelerated Reader', 'iReady', 'Reading Egg', 'Structured']",No,['.9'],['85.4']
Kings Mountain Elementary School/Kings Mountain Elementary School,No,Unknown,No,41688906043657.pdf,Unknown,No,"['Resource Specialist', 'Special Education', 'Professional Development', 'training', 'professional development', 'workshops', 'instruction', 'RtI ']",No,['1.4'],['1.8']
West Wind Computer Science Magnet School/Science Magnet School,No,7.89,No,19646676109276.pdf,43.06,No,"['Resource Specialist', 'Professional Development', 'training', 'professional development', 'workshops', 'instruction', 'RtI ']",No,['1.5'],['71.2']
Science Magnet School,,,,36677360139576.pdf,,,,,,
Earlimart Elementary School/Earlimart Elementary School,No,93.75,No,54719026054027.pdf,26.25,No,"['Literacy Coach', 'Literacy Coaches', 'Resource Specialist', 'Professional Development', 'training', 'professional development', 'workshops', 'instruction', 'Small groups', 'RtI ', 'Phonics', ' Writers Workshop', 'Read 180', 'Phonics']",Yes,"['1.0', '.1']",['96.5']
